dial_band,s4_pos,s5_pos,pto_mhz,crystal_mhz,wanted_mhz,frequency_hz,mixer_raw_vpp,filter_output_vpp,vfo_out_vpp
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2149999.999995,1.009772438574e-07,1.241155811895e-08,6.284755367065e-09
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2174999.999995,1.889217773081e-07,2.322055220012e-08,1.175826300426e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2199999.999995,5.009073956125e-07,6.156808289959e-08,3.117290250890e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2224999.999995,1.519788650839e-02,1.867683582361e-03,9.455744607171e-04
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2249999.999995,3.039352173409e-02,3.735090463521e-03,1.891008709878e-03
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2274999.999995,1.519790530354e-02,1.867685859097e-03,9.455754541970e-04
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2299999.999995,5.051586154254e-07,6.208569532551e-08,3.140039558276e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2324999.999995,1.899499615250e-07,2.334632791960e-08,1.181278263751e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2349999.999995,1.013903573529e-07,1.246352163411e-08,6.307111223128e-09
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2374999.999995,6.339459974598e-08,7.794634196620e-09,3.944570105483e-09
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2399999.999995,4.348232717227e-08,5.347951896361e-09,2.706306429964e-09
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2424999.999995,3.171162710094e-08,3.901860668002e-09,1.974290422091e-09
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2449999.999995,2.415733654685e-08,2.974224947238e-09,1.504327899028e-09
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2474999.999995,6.629727381830e-07,7.732453177696e-08,6.131129542895e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2499999.999995,1.282010559165e-06,1.507285472832e-07,1.202826438220e-07
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2524999.999994,6.577658250490e-07,7.686221797544e-08,6.103852796169e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2549999.999994,1.065001671668e-08,1.315373957696e-09,6.644866450312e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2574999.999994,9.078074803264e-09,1.121944153734e-09,5.670488043996e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2599999.999994,7.827694426973e-09,9.683857798353e-10,4.894216163423e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2624999.999994,6.819113802248e-09,8.445578817211e-10,4.267665162226e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2649999.999994,5.993745232961e-09,7.431415879097e-10,3.754287038234e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2674999.999994,5.308941310026e-09,6.590806310776e-10,3.328659686940e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2699999.999994,4.729440581740e-09,5.875292376185e-10,2.967126875233e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2724999.999994,4.622039489670e-07,7.544814362935e-08,5.160297091429e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2749999.999994,9.138273053365e-07,1.495607207083e-07,1.025830713546e-07
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2774999.999994,4.615030737927e-07,7.535797036164e-08,5.156140828430e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2799999.999994,3.180460288178e-09,3.966184250961e-10,1.995658608447e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2824999.999994,2.928779919368e-09,3.656228176507e-10,1.842923410133e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2849999.999994,2.714377691523e-09,3.389388201394e-10,1.711518972357e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2874999.999994,2.554721816537e-09,3.195277949157e-10,1.622134890613e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2899999.999994,2.510990012036e-09,3.181774758395e-10,1.641921974407e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2924999.999994,2.868675000872e-09,3.832753407568e-10,2.057014656824e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2949999.999994,5.301225756201e-09,7.796724774869e-10,4.372141616174e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2974999.999993,1.723223677833e-04,2.661905477987e-05,1.479622998927e-05
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,2999999.999993,3.446229156602e-04,5.323466628544e-05,2.959051080492e-05
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3024999.999993,1.723254479217e-04,2.661952365655e-05,1.479645555033e-05
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3049999.999993,6.230819139970e-09,9.336771297874e-10,5.101434296365e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3074999.999993,2.720670783097e-09,3.898125819008e-10,2.105673533260e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3099999.999993,1.835118858254e-09,2.534012807810e-10,1.338308184240e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3124999.999993,1.491930507617e-09,2.026984886399e-10,1.050363828416e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3149999.999993,1.315403063130e-09,1.784474833279e-10,9.138302995710e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3174999.999993,1.202871017229e-09,1.639663409300e-10,8.341816821490e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3199999.999993,1.121102487314e-09,1.539567118043e-10,7.812688834957e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3224999.999993,7.361589505537e-08,2.232744279428e-08,1.123687719258e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3249999.999993,1.491780089757e-07,4.467465491207e-08,2.259099726062e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3274999.999993,7.362428426958e-08,2.231735772345e-08,1.123547835445e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3299999.999993,8.977380677362e-10,1.285305724941e-10,6.488408227714e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3324999.999993,8.545882761466e-10,1.237406869558e-10,6.229069865768e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3349999.999993,8.159303861148e-10,1.196205756038e-10,6.014837343441e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3374999.999993,7.803538738147e-10,1.157727910066e-10,5.816797694673e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3399999.999993,7.473254099876e-10,1.122173456556e-10,5.633954866617e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3424999.999992,7.162582339706e-10,1.088797673184e-10,5.460690368960e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3449999.999992,6.853052165909e-10,1.054935642497e-10,5.274300092813e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3474999.999992,1.742940341791e-07,4.080387523102e-08,1.843889443548e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3499999.999992,3.470986026265e-07,8.142309441252e-08,3.675889892365e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3524999.999992,1.742741902808e-07,4.080326379064e-08,1.843719767703e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3549999.999992,5.910859905371e-10,9.623940854217e-11,4.839137664642e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3574999.999992,5.744743413621e-10,9.491906597268e-11,4.758604051037e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3599999.999992,5.573818528538e-10,9.356164853077e-11,4.686429088825e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3624999.999992,5.414640144750e-10,9.226069781286e-11,4.617624628739e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3649999.999992,5.273450133007e-10,9.142309518304e-11,4.570441627100e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3674999.999992,5.161143112128e-10,9.093845251103e-11,4.536724881294e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3699999.999992,5.140914626894e-10,9.236446525313e-11,4.585297889724e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3724999.999992,6.417274401702e-07,1.621234817359e-07,4.451030147115e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3749999.999992,1.284567168901e-06,3.244093905237e-07,8.914508772626e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3774999.999992,6.417647762243e-07,1.621270763925e-07,4.451365578025e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3799999.999992,4.730236261007e-10,9.038980185238e-11,4.521188772468e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3824999.999992,4.541391482483e-10,8.785399849523e-11,4.391954004231e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3849999.999992,4.448471754933e-10,8.731056716482e-11,4.366627497185e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3874999.999992,4.385125603756e-10,8.731932651048e-11,4.367864801404e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3899999.999991,4.340159366121e-10,8.763727978816e-11,4.383652623746e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3924999.999991,4.308210577370e-10,8.812275088502e-11,4.407522643495e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3949999.999991,4.284536882621e-10,8.832199866974e-11,4.417200209853e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3974999.999991,1.790663519155e-07,3.957414180188e-08,1.958354345505e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,3999999.999991,3.574388796979e-07,7.888577951595e-08,3.902726970359e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4024999.999991,1.791034519347e-07,3.957844169461e-08,1.958445663092e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4049999.999991,4.387334134803e-10,9.479092217456e-11,4.741253735232e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4074999.999991,4.464378749337e-10,9.777963240760e-11,4.888413235462e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4099999.999991,4.553103797041e-10,1.005864282651e-10,5.027488212882e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4124999.999991,4.659230993740e-10,1.037112224169e-10,5.181785161972e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4149999.999991,4.784294618348e-10,1.071914814766e-10,5.352131411772e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4174999.999991,4.931206142029e-10,1.112572570180e-10,5.547460707489e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4199999.999991,5.097239544363e-10,1.158279943123e-10,5.742381209474e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4224999.999991,1.353458468210e-07,2.103359992073e-08,1.538732227314e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4249999.999991,2.703994634699e-07,4.229926408693e-08,3.072297727794e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4274999.999991,1.353941645461e-07,2.103062232540e-08,1.539130497435e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4299999.999991,6.056207294495e-10,1.392344416393e-10,6.921075856635e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4324999.999991,6.416650309653e-10,1.472551473854e-10,7.339954628361e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4349999.999990,6.835933382583e-10,1.570165502195e-10,7.827607462753e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4374999.999990,7.355858256327e-10,1.690106293258e-10,8.418169425728e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4399999.999990,8.065003744323e-10,1.855040542714e-10,9.221501652353e-11
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4424999.999990,9.228102881576e-10,2.123183491491e-10,1.050989899984e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4449999.999990,1.200638543547e-09,2.776851571466e-10,1.358589376434e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4474999.999990,1.244511485500e-05,2.866395541663e-06,1.304864129001e-06
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4499999.999990,2.489096191527e-05,5.732955278567e-06,2.609818894183e-06
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4524999.999990,1.244486672284e-05,2.866340691180e-06,1.304825989292e-06
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4549999.999990,1.458890464196e-09,3.385256110608e-10,1.643568552005e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4574999.999990,1.293128070070e-09,2.997939782473e-10,1.485226823729e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4599999.999990,1.318560767830e-09,3.059301307605e-10,1.526564934151e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4624999.999990,1.393322580744e-09,3.237364381248e-10,1.620697546479e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4649999.999990,1.495216139357e-09,3.476602231265e-10,1.743600693700e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4674999.999990,1.619282708775e-09,3.771565205845e-10,1.893762434898e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4699999.999990,1.765489382900e-09,4.112561132076e-10,2.067512170099e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4724999.999990,3.665851544377e-07,8.592217506463e-08,4.523134576105e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4749999.999990,7.318430817025e-07,1.711737886574e-07,9.011849540377e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4774999.999990,3.666313556147e-07,8.596088693142e-08,4.525039202230e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4799999.999989,2.641052950369e-09,6.198123708214e-10,3.120212061976e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4824999.999989,2.965074319557e-09,6.977605521862e-10,3.513523930634e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4849999.999989,3.352014039268e-09,7.904564579603e-10,3.981427994624e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4874999.999989,3.818747564323e-09,9.021494922768e-10,4.545230340044e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4899999.999989,4.388774041469e-09,1.038829559796e-09,5.235141533793e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4924999.999989,5.094273467308e-09,1.208010133498e-09,6.089288476782e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4949999.999989,5.981017262078e-09,1.420454056037e-09,7.163261400965e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4974999.999989,9.808493303616e-07,2.451810109918e-07,1.295399529508e-07
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,4999999.999989,1.954108207441e-06,4.880677966703e-07,2.581981834962e-07
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5024999.999989,9.819647193472e-07,2.455302220820e-07,1.296728267581e-07
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5049999.999989,1.346585963128e-08,3.226122699040e-09,1.626930788544e-09
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5074999.999989,1.756172998349e-08,4.218500792112e-09,2.126905325453e-09
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5099999.999989,2.382534013379e-08,5.740151469295e-09,2.893548388331e-09
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5124999.999989,3.409264594035e-08,8.245101868362e-09,4.154982742707e-09
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5149999.999989,5.256254744310e-08,1.278644076684e-08,6.439801796827e-09
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5174999.999989,8.996338567606e-08,2.215295587673e-08,1.114287428497e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5199999.999989,1.580860788531e-07,4.164555668011e-08,2.082141886624e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5224999.999989,8.790110139627e-03,2.099785108678e-03,1.060753910373e-03
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5249999.999988,1.757933767958e-02,4.199335162518e-03,2.121390774340e-03
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5274999.999988,8.790224958075e-03,2.099793319883e-03,1.060759710745e-03
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5299999.999988,1.866086722539e-07,4.342866713004e-08,2.213995754378e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5324999.999988,9.687160966540e-08,2.273801955119e-08,1.153225795703e-08
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5349999.999988,5.526596559442e-08,1.301329686563e-08,6.591331538907e-09
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5374999.999988,3.541310476412e-08,8.349932297838e-09,4.226237903343e-09
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5399999.999988,2.455735881451e-08,5.792378839807e-09,2.930233865297e-09
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5424999.999988,1.799989138240e-08,4.244318046997e-09,2.146119052695e-09
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5449999.999988,1.373501341825e-08,3.236313473324e-09,1.635442352624e-09
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5474999.999988,1.107808648323e-06,2.843763420210e-07,1.408056048850e-07
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5499999.999988,2.201970730710e-06,5.661451914800e-07,2.799525026371e-07
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5524999.999988,1.106355501869e-06,2.841096297869e-07,1.406283797664e-07
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5549999.999988,6.019062831382e-09,1.407574712590e-09,7.101684548158e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5574999.999988,5.118518548584e-09,1.193369269478e-09,6.020162950346e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5599999.999988,4.398216584218e-09,1.022129814975e-09,5.154530070062e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5624999.999988,3.815969451501e-09,8.836439120893e-10,4.454311059131e-10
3.5-4.0 MHz,1,,5.250000,7.500000,12.750000,5649999.999988,3.339287428111e-09,7.701978764995e-10,3.880676443486e-10
