phase,evaluation,VFO_T1_L1,VFO_T1_L2,VFO_T1_K,VFO_C7,VFO_C8,VFO_C9,VFO_C10,VFO_C11,VFO_C12,score,rms_error_db,symmetry_error_db,ripple_db,low_db,center_db,high_db
t1,47,4.986555070451346,5.106173595647219,0.18634601195293427,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,3.6732194962115727,1.2570998229227328,1.9093599456927635,2.027038910384306,-1.9093599456927635,-1.7147833361290026,0.0
t1,48,6.224480185020288,4.992602155265487,0.20897543939344287,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,6.123141490817257,1.9878148637679738,3.308261301639426,3.308261301639426,-3.308261301639426,-2.2930850392794184,0.0
t1,49,7.416370280449857,6.031270958066499,0.3471784821376068,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,8.453853997790862,2.654455078376077,4.6395191355318275,4.6395191355318275,-4.6395191355318275,-2.77024250448536,0.0
t1,50,5.115628852924246,7.961566504123175,0.24884021103661644,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,10.566974526649602,2.7341043700638137,6.220875774480675,6.447977528420452,-0.2271017539397775,-1.357289601313326,-6.447977528420452
t1,51,6.78227764867049,5.002709270730117,0.2527247845427122,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,5.836977633246964,1.8706952202766807,3.1730259303762267,3.1730259303762267,-3.1730259303762267,-2.1612553203584497,0.0
t1,52,4.975033533882825,5.426482268295616,0.20072353958825923,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,4.441899705457298,1.4411475501543611,2.3978690539171197,2.4115324055432694,-2.3978690539171197,-1.7770697765263321,0.0
t1,53,4.6185950957381685,6.978222485293205,0.27217997038034203,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,4.237195635687686,1.1960410022397656,2.4245742305572833,2.466321611562549,-2.466321611562549,-1.1732696195670513,-0.04174738100526554
t1,54,6.370283061770231,5.477026535402414,0.3200421282798198,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,5.462037669847584,1.744659621493828,2.9739024386830053,2.9739024386830053,-2.9739024386830053,-2.0419216547766794,0.0
t1,55,5.216102165739354,7.11094880989589,0.18078893586483624,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,16.7463224220425,4.83676453947339,9.527646306055289,9.527646306055289,0.0,-3.843945104959161,-9.527646306055289
t1,56,6.96263920865371,5.713531303031549,0.1608083563845732,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,3.1699923931059164,1.1590522924643558,1.2174383665976762,3.1740069361755374,-1.9565685695778612,-0.004625343406807758,-3.1740069361755374
t1,57,5.787482396692608,4.823253725136138,0.20341836330534488,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,4.183639456927924,1.3773055294397198,2.243755330803893,2.2503143867372444,-2.243755330803893,-1.767205503142435,0.0
t1,58,5.616395057351264,5.826716152292928,0.3351103522340384,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,4.674883817700878,1.5002744627677067,2.539687483946537,2.539687483946537,-2.539687483946537,-1.8340564003692066,0.0
t1,59,5.5501064626268075,4.771093620026981,0.27913647978620215,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,1.3534506597119298,0.40762002373559786,0.7176968060309434,0.9125353197815542,-0.7176968060309434,-0.8502549293235688,0.0
t1,60,5.257984914451259,4.617958616343185,0.25793575436303956,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.294730476383697,0.06322445060148371,0.09010919492768465,0.5655873234181144,-0.09010919492768465,-0.5647355238561644,0.0
t1,61,5.455989757936656,5.541191941983248,0.17775045715364132,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,3.8008725549425746,1.1278207777474547,2.0606146342685037,2.449748571706465,-2.449748571706465,-0.9229567654172541,-0.3891339374379612
t1,62,4.779201307598756,5.479073234303671,0.06957165015614925,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,6.116925097790476,1.3440789587887867,3.744104465273381,4.114966694913235,-0.3708622296398545,-0.06990760764968229,-4.114966694913235
t1,63,6.1706161424394415,5.373932661465181,0.22352076199672524,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,7.181853033740952,2.252849414773074,3.943202895174302,3.943202895174302,-3.943202895174302,-2.4096155194179616,0.0
t1,64,5.408756162109309,4.907155694613648,0.19144619101215923,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,3.9812235080057063,1.338495258434779,2.105107074797573,2.1504846990934183,-2.105107074797573,-1.7647758290618185,0.0
t1,65,4.667272386040106,5.012491565539426,0.3344342868737588,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,1.5989270759090477,0.48217743349700015,0.8665696586236535,1.000719935153576,0.0,-0.9048383936708291,-0.8665696586236535
t1,66,5.221447586786256,4.567317781309521,0.3249642918304501,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,1.1444018829818559,0.31261184410971665,0.6364454249294624,0.7813784557707066,0.0,-0.7208678416762666,-0.6364454249294624
t1,67,4.966608994479057,7.660089418062706,0.3064693774481553,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,3.458534694866772,1.028029500551964,1.8181136101417366,2.4495663366922855,-2.4495663366922855,-0.6215159701861097,-0.631452726550549
t1,68,5.512823506758458,4.751549270697395,0.06440109174922809,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,5.212186697123381,1.733064481597169,2.781997404616668,2.788499243638178,-2.781997404616668,-2.102874899172342,0.0
t1,69,6.423177130547407,6.465030782095719,0.36116186892512736,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,7.742621086229558,2.422185106897615,4.256348783465555,4.256348783465555,-4.256348783465555,-2.555504921635574,0.0
t1,70,5.216102165739354,6.415574179068235,0.286834991904382,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,5.600658415092518,1.6529560316291416,3.158161906770701,3.158161906770701,-3.158161906770701,-1.695155603636323,0.0
t1,71,5.3445599071437675,7.008741972211532,0.22532220926194335,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,9.71613602269214,2.471954734591983,5.719558442096115,6.098491384016171,-0.37893294192005555,-0.9761958330616949,-6.098491384016171
t1,72,4.678467724968211,5.434382512488886,0.3872168818035978,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,1.037920367764685,0.2756396320216218,0.5785575188672425,0.7348928675032838,0.0,-0.6841860715351089,-0.5785575188672425
t1,73,7.16223834807886,6.980961017577707,0.34203873054299183,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,2.3291582598395575,1.0691194667283364,0.6182371404941165,2.5672066104684177,-2.5672066104684177,-0.1901763085560333,-1.9489694699743012
t1,74,6.829916536809997,6.703676991566438,0.32482493344983265,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,3.761868768109209,1.2159789999559072,1.8079184516557376,2.9518852659902564,-2.9518852659902564,-0.5326765575842387,-1.1439668143345187
t1,75,6.025958364890554,6.201326110605392,0.12211382172653391,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,15.732407406544613,4.429784085568692,9.042098656780738,9.042098656780738,0.0,-3.269910606237353,-9.042098656780738
t1,76,5.757920397442492,4.510091944652897,0.2542355334907402,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,1.1062121813674102,0.31722453574724596,0.5885879993028382,0.8015985852693035,-0.5885879993028382,-0.7573612100527782,0.0
t1,77,4.807800157789904,6.540433292510157,0.26045245161859876,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,4.113139334255436,1.1669169590641744,2.341888377750834,2.4173359897617104,-2.4173359897617104,-1.1291079028676023,-0.07544761201087624
t1,78,5.1131741356104525,6.783844695166557,0.12645166226186627,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,20.304615495684793,6.183119567769669,11.297196742332098,11.297196742332098,0.0,-5.448184558692468,-11.297196742332098
t1,79,5.299598741367499,5.65599883276579,0.28655698468760216,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,4.774685718346515,1.560250886763661,2.5715478652662824,2.5715478652662824,-2.5715478652662824,-1.9182735665099528,0.0
t1,80,4.523863530746633,4.983271411554429,0.2721942116448421,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,1.525166036483911,0.5055916550300839,0.7565711298085418,1.0520130065811415,0.0,-0.9950870609275171,-0.7565711298085418
t1,81,5.221447586786256,4.567317781309521,0.24619399433679626,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.1617784171015778,0.025991251783965205,0.0019272985168612422,0.5354394672030054,-0.0019272985168612422,-0.5354394672030054,0.0
t1,82,5.158743976610355,7.927385916715954,0.3724049886314601,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,6.733564870726367,2.0411119981834625,3.753962298034324,3.753962298034324,-3.753962298034324,-2.119457035668546,0.0
t1,83,5.796066682884023,6.925016802931161,0.16286268764849748,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,19.428118011521708,5.95843126046096,10.775749400848596,10.775749400848596,0.0,-5.352369308610953,-10.775749400848596
t1,84,6.649315110665905,5.757988958343465,0.18623929507168918,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,1.6707583253933764,1.030958603003186,0.05881441569505341,2.3239412267805477,-2.2651268110854943,-0.1213677969790723,-2.3239412267805477
t1,85,5.630308648275715,6.868187118634839,0.3347705852246038,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,6.417943586682316,1.8754439596352204,3.633999701637677,3.633999701637677,-3.633999701637677,-1.829648655871523,0.0
t1,86,5.671632343447611,5.646202308748078,0.24367729708123706,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,6.397676936919346,1.982306297181472,3.5322965117902996,3.5322965117902996,-3.5322965117902996,-2.1317836908968673,0.0
t1,87,5.568379678980907,4.823253725136138,0.3866049465408687,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.45765367352484687,0.08938325309798657,0.25301607222301925,0.46101739281536425,0.0,-0.4490989969263808,-0.25301607222301925
t1,88,6.15661467979878,5.414629532681916,0.18878864204070325,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,6.0066262662542265,1.732327193580364,3.4086682947533404,3.4625231116820885,-3.4625231116820885,-1.5980532725349974,-0.05385481692874805
t1,89,4.994128437065062,4.59957216732389,0.2646443446165632,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,1.033919411740055,0.3139806288488942,0.5154640898529408,0.8178987721528799,0.0,-0.7874898820890053,-0.5154640898529408
t1,90,4.5328181759020225,6.166972022018084,0.22481065380351864,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,3.242171282016792,0.9499173594722066,1.8307117495006224,1.8461686921758513,-1.8447811732465311,-1.1088116721435455,-0.014069423745908693
t1,91,5.851120719364394,4.567317781309521,0.31516503510465027,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.460290386294999,0.0879502721980508,0.24515565329276967,0.5087378432167142,-0.24515565329276967,-0.49932242098862645,0.0
t1,92,5.494973530649247,4.532635071196863,0.2646636190888648,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.4246732101364167,0.09215710929545616,0.19019821431780315,0.5692715460926294,-0.19019821431780315,-0.5648277017755206,0.0
t1,93,6.1706161424394415,4.663782386519543,0.17722295356894224,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,4.540915798565946,1.47828510957665,2.450104551191437,2.450104551191437,-2.450104551191437,-1.840952831655585,0.0
t1,94,4.955201782204926,5.65599883276579,0.1366024799822361,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,2.6927415634938083,0.7448977626279648,1.3573030080007413,2.362163171460409,-1.0048601634596679,-0.047935807634488015,-2.362163171460409
t1,95,5.779731811852676,4.983271411554429,0.327283013455685,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,1.6465434043922351,0.48521738856367447,0.9106600391696276,1.002663906635732,-0.9106600391696276,-0.8871106122614734,0.0
t1,96,5.257984914451259,6.477720438324931,0.29766762853330664,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,5.92177976461553,1.7758369240503322,3.316754272452158,3.316754272452158,-3.316754272452158,-1.8522842216866025,0.0
t1,97,5.218225168424183,4.562851500738063,0.2995912534904272,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.8737016038040932,0.23397672945217152,0.46416623522257083,0.7022345565174035,0.0,-0.6728741707657164,-0.46416623522257083
t1,98,4.525567604477683,4.890939428709917,0.2934710899161191,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,2.145708188220342,0.6895169455245953,1.1389877103530495,1.2688141293707886,0.0,-1.1272880451090685,-1.1389877103530495
t1,99,4.851801174192923,5.069327464402208,0.0954832211847016,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,2.609340149686235,0.8012471082578405,1.425093381450445,1.531998639911798,-1.4581263923343926,-1.062697534524709,-0.03303301088394761
t1,100,5.216102165739354,4.559909013270886,0.31334152530143733,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,1.0510677206277286,0.28659734731801195,0.5757843509171323,0.7547440895703375,0.0,-0.7072493878487833,-0.5757843509171323
t1,101,5.22247486572894,5.713531303031549,0.2590204868857212,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,5.463249304923706,1.7638079142596748,2.959553112531225,2.959553112531225,-2.959553112531225,-2.067510395853361,0.0
t1,102,5.819234286029291,5.003044160211471,0.2862049747729064,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,2.956268713729668,0.9391998350200614,1.6093908344797043,1.6307121769196087,-1.6093908344797043,-1.3271922982535571,0.0
t1,103,5.196199110133224,6.980961017577707,0.27959465109893833,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,2.3313922181694187,0.8779806290294115,0.9204973838697157,2.1316568210811653,-2.1316568210811653,-0.3466732615153063,-1.2111594372114496
t1,104,4.994128437065062,4.628868101880135,0.1769525734504862,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.975839161374557,0.3603173189197815,0.3847274024346561,0.9231777600804776,-0.3847274024346561,-0.9117376360472136,0.0
t1,105,6.408138999987864,5.221193048643403,0.2364616606145273,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,7.010270670976894,2.253136548009577,3.8057072983738536,3.8057072983738536,-3.8057072983738536,-2.501324473522857,0.0
t1,106,6.42927119308234,5.364042753962982,0.15010140656299276,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,4.751571436739253,1.4002208185070733,2.5713071363838793,3.1201739273932034,-3.1201739273932034,-0.9822511019990117,-0.5488667910093241
t1,107,5.196149322815073,4.532254318974537,0.23806405808766218,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.27786857927645,0.0668231600413905,0.06646883708141615,0.5783063286145733,0.0,-0.5777450662948524,-0.06646883708141615
t1,108,5.236732792500447,4.588503117799507,0.2756676039854893,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.4209458750404471,0.09474797332966055,0.18163029289886623,0.5782704352476813,0.0,-0.574094151847504,-0.18163029289886623
t1,109,6.677288280253323,5.61359323373121,0.30531458542294465,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,7.2796832074537505,2.3246043677526997,3.9640630717608403,3.9640630717608403,-3.9640630717608403,-2.547505675214886,0.0
t1,110,5.0640529380019075,4.983271411554429,0.19825157886015635,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,3.037143008160304,1.0467161670139857,1.5580012580325544,1.7297023324550551,-1.5580012580325544,-1.5278430906010172,0.0
t1,111,5.46389282853965,4.747618986474449,0.3064418426764578,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,0.4781140650247167,0.10283321731466159,0.23416247514344946,0.5644734902664226,-0.23416247514344946,-0.5571598275942691,0.0
t1,112,5.218225168424183,4.562851500738063,0.1940722504009278,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,1.066981200989214,0.3602947047022135,0.482236099829926,0.8978015858282973,-0.482236099829926,-0.8767073634947238,0.0
t1,113,5.321312090557498,4.5882228900473985,0.2129743494677963,19.664525,6.2034036,17.441186,19.664525,6.2034036,17.441186,1.1835303567923208,0.3847302203207578,0.570878073448938,0.9116882520904994,-0.570878073448938,-0.8796473712554231,0.0
