time_s,u89_1_output_diff_v,q89_1_gate_v,q89_1_source_v,q89_2_emitter_v,vfo_out_v
6.007597956430e-05,2.996673631575e-02,6.703487855640e+00,7.607901300647e+00,6.879835890508e+00,1.764231344991e-02
6.007797956430e-05,2.192092190400e-02,6.698844063072e+00,7.604461918339e+00,6.876551463283e+00,1.546656994841e-02
6.007997956430e-05,1.327878118479e-02,6.693449344130e+00,7.600369894347e+00,6.872638148128e+00,1.288863127511e-02
6.008197956430e-05,4.261389715561e-03,6.687447296586e+00,7.595734619192e+00,6.868200951906e+00,9.977638572399e-03
6.008397956430e-05,-4.899329821550e-03,6.680996570101e+00,7.590678974716e+00,6.863357808607e+00,6.810936981586e-03
6.008597956430e-05,-1.396612992824e-02,6.674266681904e+00,7.585336161540e+00,6.858236638597e+00,3.472147255238e-03
6.008797956430e-05,-2.270307662816e-02,6.667433580406e+00,7.579846143488e+00,6.852971772199e+00,4.883014311945e-05
6.008997956430e-05,-3.088164228239e-02,6.660675071353e+00,7.574352042318e+00,6.847700599091e+00,-3.369696723701e-03
6.009197956430e-05,-3.828743541573e-02,6.654166233921e+00,7.568996412370e+00,6.842559853315e+00,-6.694772591644e-03
6.009397956430e-05,-4.472604503222e-02,6.648074931577e+00,7.563917598522e+00,6.837682244123e+00,-9.840576808441e-03
6.009597956430e-05,-5.002898036157e-02,6.642557545141e+00,7.559246204800e+00,6.833192958571e+00,-1.272638954762e-02
6.009797956430e-05,-5.405833442326e-02,6.637755015734e+00,7.555101790669e+00,6.829206635439e+00,-1.527854102249e-02
6.009997956430e-05,-5.671105497209e-02,6.633789311844e+00,7.551589870361e+00,6.825824403922e+00,-1.743231362452e-02
6.010197956430e-05,-5.792164069870e-02,6.630760384936e+00,7.548799271101e+00,6.823131500661e+00,-1.913346408272e-02
6.010397956430e-05,-5.766413427700e-02,6.628743705529e+00,7.546799942508e+00,6.821195096454e+00,-2.033960568551e-02
6.010597956430e-05,-5.595243924381e-02,6.627788416393e+00,7.545641226593e+00,6.820062776736e+00,-2.102116294541e-02
6.010797956430e-05,-5.283985714427e-02,6.627916166491e+00,7.545350678229e+00,6.819761328000e+00,-2.116212538623e-02
6.010997956430e-05,-4.841706032095e-02,6.629120631417e+00,7.545933407674e+00,6.820296216637e+00,-2.076035032908e-02
6.011197956430e-05,-4.280941228032e-02,6.631367751799e+00,7.547372020521e+00,6.821651423343e+00,-1.982763430652e-02
6.011397956430e-05,-3.617299228182e-02,6.634596662703e+00,7.549627093738e+00,6.823789970013e+00,-1.838933520962e-02
6.011597956430e-05,-2.869022240575e-02,6.638721311506e+00,7.552638241311e+00,6.826654806610e+00,-1.648376196865e-02
6.011797956430e-05,-2.056454609993e-02,6.643632704508e+00,7.556325678504e+00,6.830170349828e+00,-1.416114311903e-02
6.011997956430e-05,-1.201501532095e-02,6.649201746506e+00,7.560592312908e+00,6.834244340232e+00,-1.148239151282e-02
6.012197956430e-05,-3.270289139660e-03,6.655282583411e+00,7.565326245115e+00,6.838770267063e+00,-8.517504096181e-03
6.012397956430e-05,5.437159351329e-03,6.661716382818e+00,7.570403682237e+00,6.843630023333e+00,-5.343816491106e-03
6.012597956430e-05,1.387709804581e-02,6.668335438253e+00,7.575692126080e+00,6.848697000941e+00,-2.043976754487e-03
6.012797956430e-05,2.182712641460e-02,6.674967510154e+00,7.581053818408e+00,6.853839284703e+00,1.296139762142e-03
6.012997956430e-05,2.907826025612e-02,6.681440274070e+00,7.586349291702e+00,6.858923121707e+00,4.589688688746e-03
6.013197956430e-05,3.543985456023e-02,6.687585777775e+00,7.591440994541e+00,6.863816326110e+00,7.751067189491e-03
6.013397956430e-05,4.074431406254e-02,6.693244774264e+00,7.596196836350e+00,6.868391772151e+00,1.069817599096e-02
6.013597956430e-05,4.485099494520e-02,6.698270833482e+00,7.600493617161e+00,6.872530645550e+00,1.335451885454e-02
6.013797956430e-05,4.764973105586e-02,6.702534109103e+00,7.604220194297e+00,6.876125594584e+00,1.565123153787e-02
6.013997956430e-05,4.906343187393e-02,6.705924677221e+00,7.607280358762e+00,6.879083471672e+00,1.752883994411e-02
6.014197956430e-05,4.905016139054e-02,6.708355344818e+00,7.609595290888e+00,6.881327807670e+00,1.893884035796e-02
6.014397956430e-05,4.760417945511e-02,6.709763870138e+00,7.611105584831e+00,6.882800740380e+00,1.984492164766e-02
6.014597956430e-05,4.475633411119e-02,6.710114524042e+00,7.611772737630e+00,6.883464550775e+00,2.022392988868e-02
6.014797956430e-05,4.057332853164e-02,6.709398967574e+00,7.611580116384e+00,6.883302566461e+00,2.006642013941e-02
6.014997956430e-05,3.515625293082e-02,6.707636411747e+00,7.610533330751e+00,6.882319604043e+00,1.937690775374e-02
6.015197956430e-05,2.863797298516e-02,6.704873071259e+00,7.608660051897e+00,6.880541751396e+00,1.817369097198e-02
6.015397956430e-05,2.117980123023e-02,6.701180916155e+00,7.606009238092e+00,6.878015682320e+00,1.648837071248e-02
6.015597956430e-05,1.296713901131e-02,6.696655768661e+00,7.602649835515e+00,6.874807345443e+00,1.436496580971e-02
6.015797956430e-05,4.204574914020e-03,6.691414784069e+00,7.598668945409e+00,6.871000239360e+00,1.185876221287e-02
6.015997956430e-05,-4.889771749191e-03,6.685593393776e+00,7.594169550231e+00,6.866693152587e+00,9.034818100730e-03
6.016197956430e-05,-1.409012668299e-02,6.679341778165e+00,7.589267816121e+00,6.861997595375e+00,5.966273039195e-03
6.016397956430e-05,-2.316929721226e-02,6.672820971192e+00,7.584090082921e+00,6.857034832004e+00,2.732402440463e-03
6.016597956430e-05,-3.190472654308e-02,6.666198685267e+00,7.578769578793e+00,6.851932749096e+00,-5.834292830281e-04
6.016797956430e-05,-4.008449056949e-02,6.659644973510e+00,7.573442982472e+00,6.846822490294e+00,-3.895961763440e-03
6.016997956430e-05,-4.751273653459e-02,6.653327829705e+00,7.568246882498e+00,6.841835093392e+00,-7.120224444636e-03
6.017197956430e-05,-5.401471746581e-02,6.647408848648e+00,7.563314260701e+00,6.837098072775e+00,-1.017375214853e-02
6.017397956430e-05,-5.944099568640e-02,6.642039048785e+00,7.558771053530e+00,6.832732175244e+00,-1.297868244822e-02
6.017597956430e-05,-6.367101906404e-02,6.637354974940e+00,7.554732914576e+00,6.828848255127e+00,-1.546377024769e-02
6.017797956430e-05,-6.661572314098e-02,6.633475173684e+00,7.551302227624e+00,6.825544480449e+00,-1.756618243763e-02
6.017997956430e-05,-6.821941081401e-02,6.630497143284e+00,7.548565481267e+00,6.822903810463e+00,-1.923311191683e-02
6.018197956430e-05,-6.846063184474e-02,6.628494830577e+00,7.546591041617e+00,6.820991933056e+00,-2.042308919227e-02
6.018397956430e-05,-6.735234928842e-02,6.627516750474e+00,7.545427413786e+00,6.819855590024e+00,-2.110703904658e-02
6.018597956430e-05,-6.494116783046e-02,6.627584770629e+00,7.545102008106e+00,6.819521450610e+00,-2.126897890241e-02
6.018797956430e-05,-6.130593146852e-02,6.628693602523e+00,7.545620474578e+00,6.819995444583e+00,-2.090641736684e-02
6.018997956430e-05,-5.655550157411e-02,6.630811004955e+00,7.546966595004e+00,6.821262684470e+00,-2.003036966460e-02
6.019197956430e-05,-5.082602877549e-02,6.633878701949e+00,7.549102764570e+00,6.823287868915e+00,-1.866506102419e-02
6.019397956430e-05,-4.427755077522e-02,6.637813982035e+00,7.551971022633e+00,6.826016264746e+00,-1.684725552784e-02
6.019597956430e-05,-3.709022360759e-02,6.642511941567e+00,7.555494631526e+00,6.829375139202e+00,-1.462529477668e-02
6.019797956430e-05,-2.946002826161e-02,6.647848302358e+00,7.559580133914e+00,6.833275707948e+00,-1.205780455333e-02
6.019997956430e-05,-2.159424729057e-02,6.653682731917e+00,7.564119857230e+00,6.837615450174e+00,-9.212166781242e-03
6.020197956430e-05,-1.370655866373e-02,6.659862567175e+00,7.568994771079e+00,6.842280826763e+00,-6.162734059891e-03
6.020397956430e-05,-6.012029976871e-03,6.666226845143e+00,7.574077642470e+00,6.847150235968e+00,-2.988894798423e-03
6.020597956430e-05,1.278129059749e-03,6.672610523361e+00,7.579236378439e+00,6.852097218691e+00,2.270184974039e-04
6.020797956430e-05,7.961772512211e-03,6.678848781586e+00,7.584337487188e+00,6.856993738140e+00,3.401863746990e-03
6.020997956430e-05,1.385109865800e-02,6.684781283286e+00,7.589249541740e+00,6.861713531501e+00,6.453864982647e-03
6.021197956430e-05,1.877770210772e-02,6.690256290569e+00,7.593846575168e+00,6.866135359116e+00,9.304715926048e-03
6.021397956430e-05,2.259746957545e-02,6.695134520796e+00,7.598011297427e+00,6.870146146106e+00,1.188160835570e-02
6.021597956430e-05,2.519498184572e-02,6.699292653798e+00,7.601638072034e+00,6.873643854069e+00,1.411908016475e-02
6.021797956430e-05,2.648744495212e-02,6.702626399346e+00,7.604635558940e+00,6.876540086489e+00,1.596068593604e-02
6.021997956430e-05,2.642778764582e-02,6.705053059035e+00,7.606928979991e+00,6.878762287434e+00,1.736039942609e-02
6.022197956430e-05,2.500692814876e-02,6.706513521199e+00,7.608461936752e+00,6.880255554477e+00,1.828376223066e-02
6.022397956430e-05,2.225486998955e-02,6.706973653445e+00,7.609197760564e+00,6.880983953463e+00,1.870870641799e-02
6.022597956430e-05,1.824067569427e-02,6.706425063108e+00,7.609120351092e+00,6.880931377727e+00,1.862607959502e-02
6.022797956430e-05,1.307107418694e-02,6.704885221013e+00,7.608234507929e+00,6.880101869231e+00,1.803981966323e-02
6.022997956430e-05,6.887866301751e-03,6.702396949075e+00,7.606565737443e+00,6.878519466164e+00,1.696682203288e-02
6.023197956430e-05,-1.359689180394e-04,6.699027295005e+00,7.604159562230e+00,6.876227522661e+00,1.543646484072e-02
6.023397956430e-05,-7.795878269070e-03,6.694865849040e+00,7.601080301362e+00,6.873287350124e+00,1.348969545252e-02
6.023597956430e-05,-1.588736322839e-02,6.690022638172e+00,7.597412278762e+00,6.869780175375e+00,1.118027033526e-02
6.023797956430e-05,-2.418081357862e-02,6.684624709284e+00,7.593249263834e+00,6.865796026499e+00,8.567514202046e-03
6.023997956430e-05,-3.240763888153e-02,6.678813300617e+00,7.588694901874e+00,6.861433484712e+00,5.716144653953e-03
6.024197956430e-05,-4.033014303416e-02,6.672741547302e+00,7.583876673390e+00,6.856815567720e+00,2.706558680640e-03
6.024397956430e-05,-4.772840951231e-02,6.666569052864e+00,7.578920834060e+00,6.852063303465e+00,-3.823456578002e-04
6.024597956430e-05,-5.437756367546e-02,6.660458350602e+00,7.573955519197e+00,6.847299627651e+00,-3.470637766094e-03
6.024797956430e-05,-6.007557746469e-02,6.654571262478e+00,7.569113139137e+00,6.842651531323e+00,-6.475964469766e-03
6.024997956430e-05,-6.464551453918e-02,6.649064370292e+00,7.564521103390e+00,6.838241188540e+00,-9.319310076215e-03
6.025197956430e-05,-6.793909170155e-02,6.644085373975e+00,7.560302907131e+00,6.834187000912e+00,-1.192431032743e-02
6.025397956430e-05,-6.984132871520e-02,6.639769050109e+00,7.556571553539e+00,6.830597288629e+00,-1.422133694347e-02
6.025597956430e-05,-7.027236872465e-02,6.636233970544e+00,7.553429317832e+00,6.827570130863e+00,-1.614758364755e-02
6.025797956430e-05,-6.918998209554e-02,6.633579240756e+00,7.550963007039e+00,6.825188799751e+00,-1.765000957349e-02
6.025997956430e-05,-6.658959315510e-02,6.631881984927e+00,7.549243295998e+00,6.823521219659e+00,-1.868566460146e-02
6.026197956430e-05,-6.250486472420e-02,6.631195151850e+00,7.548321561097e+00,6.822616889415e+00,-1.922365914515e-02
6.026397956430e-05,-5.700597543441e-02,6.631546087532e+00,7.548229440332e+00,6.822506555903e+00,-1.924534453770e-02
6.026597956430e-05,-5.019843957355e-02,6.632935623425e+00,7.548977131515e+00,6.823200510818e+00,-1.874538585186e-02
6.026797956430e-05,-4.221992804446e-02,6.635337937351e+00,7.550553594296e+00,6.824688857878e+00,-1.773155407305e-02
6.026997956430e-05,-3.323755341718e-02,6.638701024758e+00,7.552926236246e+00,6.826941106508e+00,-1.622495559941e-02
6.027197956430e-05,-2.344352090044e-02,6.642947904999e+00,7.556041974411e+00,6.829907234623e+00,-1.425930842848e-02
6.027397956430e-05,-1.305115301231e-02,6.647978437829e+00,7.559828196702e+00,6.833518479137e+00,-1.188039678937e-02
6.027597956430e-05,-2.289619309140e-03,6.653671779550e+00,7.564194723976e+00,6.837689243000e+00,-9.144803112357e-03
6.027797956430e-05,8.601013040280e-03,6.659889364229e+00,7.569035861981e+00,6.842318924387e+00,-6.118693773732e-03
6.027997956430e-05,1.937570785507e-02,6.666478371826e+00,7.574233152749e+00,6.847294580648e+00,-2.876066643084e-03
6.028197956430e-05,2.979003979188e-02,6.673275567877e+00,7.579658251698e+00,6.852493564072e+00,5.029785517982e-04
6.028397956430e-05,3.960641450655e-02,6.680111432097e+00,7.585176236606e+00,6.857786739513e+00,3.934342706920e-03
6.028597956430e-05,4.859979754784e-02,6.686814459387e+00,7.590648977834e+00,6.863041624681e+00,7.331974222432e-03
6.028797956430e-05,5.656368589716e-02,6.693215526400e+00,7.595938692552e+00,6.868125872021e+00,1.061013209738e-02
6.028997956430e-05,6.331533603598e-02,6.699152211477e+00,7.600911438595e+00,6.872910563807e+00,1.368552201784e-02
6.029197956430e-05,6.870079740527e-02,6.704472954282e+00,7.605440565132e+00,6.877273621943e+00,1.647950129656e-02
6.029397956430e-05,7.259890711478e-02,6.709040954867e+00,7.609409959022e+00,6.881102894871e+00,1.892006869119e-02
6.029597956430e-05,7.492469491211e-02,6.712737705783e+00,7.612717049269e+00,6.884299155185e+00,2.094379115473e-02
6.029797956430e-05,7.563152056011e-02,6.715466076258e+00,7.615275468017e+00,6.886778639853e+00,2.249742896510e-02
6.029997956430e-05,7.471236959868e-02,6.717152860054e+00,7.617017308792e+00,6.888475331964e+00,2.353938901422e-02
6.030197956430e-05,7.219981211268e-02,6.717750731599e+00,7.617894927165e+00,6.889342674244e+00,2.404080582568e-02
6.030397956430e-05,6.816506743916e-02,6.717239547885e+00,7.617882224152e+00,6.889354900594e+00,2.398637205559e-02
6.030597956430e-05,6.271584570252e-02,6.715626971222e+00,7.616975397475e+00,6.888507728344e+00,2.337475225141e-02
6.030797956430e-05,5.599342325487e-02,6.712948381890e+00,7.615193114280e+00,6.886818599192e+00,2.221870286079e-02
6.030997956430e-05,4.816874591030e-02,6.709266089711e+00,7.612576126579e+00,6.884326260425e+00,2.054476409366e-02
6.031197956430e-05,3.943800526585e-02,6.704667848498e+00,7.609186304638e+00,6.881089885005e+00,1.839265353824e-02
6.031397956430e-05,3.001755728940e-02,6.699264717689e+00,7.605105142932e+00,6.877187567977e+00,1.581425688318e-02
6.031597956430e-05,2.013859121850e-02,6.693188310441e+00,7.600431739313e+00,6.872714412529e+00,1.287235514796e-02
6.031797956430e-05,1.004145738801e-02,6.686587506088e+00,7.595280331851e+00,6.867780084768e+00,9.639010672657e-03
6.031997956430e-05,-2.998993269010e-05,6.679624698233e+00,7.589777419038e+00,6.862506064970e+00,6.193760451984e-03
6.032197956430e-05,-9.834108365059e-03,6.672471684430e+00,7.584058572097e+00,6.857022509249e+00,2.621561513339e-03
6.032397956430e-05,-1.913694287921e-02,6.665305293349e+00,7.578264985750e+00,6.851464959073e+00,-9.893570481389e-04
6.032597956430e-05,-2.771752835362e-02,6.658302873959e+00,7.572539892427e+00,6.845970837903e+00,-4.549774520192e-03
6.032797956430e-05,-3.537277584687e-02,6.651637756220e+00,7.567024899201e+00,6.840675973613e+00,-7.971736382332e-03
6.032997956430e-05,-4.192200778397e-02,6.645474813854e+00,7.561856378469e+00,6.835711099439e+00,-1.117082018816e-02
6.033197956430e-05,-4.721094737208e-02,6.639966238714e+00,7.557161974532e+00,6.831198562774e+00,-1.406826077464e-02
6.033397956430e-05,-5.111522234237e-02,6.635247649273e+00,7.553057351888e+00,6.827249195606e+00,-1.659296513586e-02
6.033597956430e-05,-5.354322514423e-02,6.631434628609e+00,7.549643239372e+00,6.823959556084e+00,-1.868328138817e-02
6.033797956430e-05,-5.443837693031e-02,6.628619792710e+00,7.547002879854e+00,6.821409485311e+00,-2.028855872099e-02
6.033997956430e-05,-5.378066080106e-02,6.626870457695e+00,7.545199921551e+00,6.819660160934e+00,-2.137038112176e-02
6.034197956430e-05,-5.158745213602e-02,6.626226974007e+00,7.544276835460e+00,6.818752574671e+00,-2.190352297578e-02
6.034397956430e-05,-4.791352737917e-02,6.626701760344e+00,7.544253869259e+00,6.818706583139e+00,-2.187653039486e-02
6.034597956430e-05,-4.285026299936e-02,6.628279066025e+00,7.545128590934e+00,6.819520438875e+00,-2.129198963125e-02
6.034797956430e-05,-3.652392980691e-02,6.630915454741e+00,7.546876002655e+00,6.821170917914e+00,-2.016640792038e-02
6.034997956430e-05,-2.909309963511e-02,6.634540997935e+00,7.549449244848e+00,6.823613930351e+00,-1.852978141662e-02
6.035197956430e-05,-2.074512035321e-02,6.639061132637e+00,7.552780841128e+00,6.826785698752e+00,-1.642479599107e-02
6.035397956430e-05,-1.169171822286e-02,6.644359135895e+00,7.556784472869e+00,6.830604371910e+00,-1.390574777985e-02
6.035597956430e-05,-2.163769421950e-03,6.650299139129e+00,7.561357208174e+00,6.834972130172e+00,-1.103714774559e-02
6.035797956430e-05,7.594625415221e-03,6.656729606977e+00,7.566382148582e+00,6.839777633747e+00,-7.892107430164e-03
6.035997956430e-05,1.733261820859e-02,6.663487182276e+00,7.571731399346e+00,6.844898845783e+00,-4.550485857187e-03
6.036197956430e-05,2.679943130493e-02,6.670400804760e+00,7.577269309247e+00,6.850206070020e+00,-1.096902082514e-03
6.036397956430e-05,3.575128907027e-02,6.677295994171e+00,7.582855875261e+00,6.855565216261e+00,2.381394836574e-03
6.036597956430e-05,4.395821586336e-02,6.683999198843e+00,7.588350249322e+00,6.860841127997e+00,5.796690657636e-03
6.036797956430e-05,5.121044947029e-02,6.690342099401e+00,7.593614240311e+00,6.865900974197e+00,9.063006764917e-03
6.036997956430e-05,5.732424942379e-02,6.696165771245e+00,7.598515747789e+00,6.870617541355e+00,1.209823058541e-02
6.037197956430e-05,6.214688930155e-02,6.701324602593e+00,7.602932025622e+00,6.874872424359e+00,1.482617486623e-02
6.037397956430e-05,6.556069165015e-02,6.705689881919e+00,7.606752718084e+00,6.878558961318e+00,1.717846556675e-02
6.037597956430e-05,6.748597407973e-02,6.709152965610e+00,7.609882577699e+00,6.881584915009e+00,1.909626052698e-02
6.037797956430e-05,6.788286563112e-02,6.711627956310e+00,7.612243819217e+00,6.883874761804e+00,2.053170913426e-02
6.037997956430e-05,6.675194877412e-02,6.713053822934e+00,7.613778035398e+00,6.885371601581e+00,2.144916240286e-02
6.038197956430e-05,6.413377991394e-02,6.713395915302e+00,7.614447645829e+00,6.886038571089e+00,2.182605790153e-02
6.038397956430e-05,6.010731617318e-02,6.712646830073e+00,7.614236825490e+00,6.885859790858e+00,2.165349988397e-02
6.038597956430e-05,5.478737328537e-02,6.710826608523e+00,7.613151905542e+00,6.884840754505e+00,2.093647630924e-02
6.038797956430e-05,4.832119035117e-02,6.707982253034e+00,7.611221217840e+00,6.883008211647e+00,1.969374689068e-02
6.038997956430e-05,4.088427031174e-02,6.704186574123e+00,7.608494400070e+00,6.880409482872e+00,1.795736312771e-02
6.039197956430e-05,3.267559208059e-02,6.699536387642e+00,7.605041160110e+00,6.877111281704e+00,1.577186985924e-02
6.039397956430e-05,2.391237871993e-02,6.694150106527e+00,7.600949542264e+00,6.873198012721e+00,1.319316916998e-02
6.039597956430e-05,1.482451245801e-02,6.688164779167e+00,7.596323721047e+00,6.868769644473e+00,1.028711150150e-02
6.039797956430e-05,5.648774169140e-03,6.681732649213e+00,7.591281389615e+00,6.863939155179e+00,7.127813356349e-03
6.039997956430e-05,-3.377022470000e-03,6.675017317323e+00,7.585950792742e+00,6.858829670366e+00,3.795779591211e-03
6.040197956430e-05,-1.201984028822e-02,6.668189604192e+00,7.580467491516e+00,6.853571313932e+00,3.758447321745e-04
6.040397956430e-05,-2.005712187522e-02,6.661423215865e+00,7.574970927927e+00,6.848297905667e+00,-3.044979939475e-03
6.040597956430e-05,-2.728223405981e-02,6.654890325605e+00,7.569600889347e+00,6.843143541692e+00,-6.379729650876e-03
6.040797956430e-05,-3.350961141586e-02,6.648757182783e+00,7.564493950807e+00,6.838239195287e+00,-9.543690407564e-03
6.040997956430e-05,-3.857943945823e-02,6.643179865786e+00,7.559779998537e+00,6.833709378915e+00,-1.245655785913e-02
6.041197956430e-05,-4.236182692689e-02,6.638300286042e+00,7.555578912417e+00,6.829668998735e+00,-1.504446573711e-02
6.041397956430e-05,-4.476029136112e-02,6.634242550075e+00,7.551997504199e+00,6.826220436134e+00,-1.724186180617e-02
6.041597956430e-05,-4.571449805658e-02,6.631109770850e+00,7.549126779018e+00,6.823450971842e+00,-1.899315677693e-02
6.041797956430e-05,-4.520207296750e-02,6.628981413731e+00,7.547039601299e+00,6.821430572564e+00,-2.025413385225e-02
6.041997956430e-05,-4.323944704814e-02,6.627911242466e+00,7.545788814218e+00,6.820210133630e+00,-2.099305888428e-02
6.042197956430e-05,-3.988158920986e-02,6.627925920602e+00,7.545405871113e+00,6.819820178262e+00,-2.119149152519e-02
6.042397956430e-05,-3.522065055775e-02,6.629024301473e+00,7.545900004046e+00,6.820270082358e+00,-2.084475348201e-02
6.042597956430e-05,-2.938346206471e-02,6.631177427889e+00,7.547257961097e+00,6.821547804704e+00,-1.996206777559e-02
6.042797956430e-05,-2.252801201928e-02,6.634329239842e+00,7.549444310773e+00,6.823620166708e+00,-1.856634126755e-02
6.042997956430e-05,-1.483895132666e-02,6.638397976252e+00,7.552402316831e+00,6.826433641052e+00,-1.669361772108e-02
6.043197956430e-05,-6.525699049520e-03,6.643278274019e+00,7.556055305805e+00,6.829915299216e+00,-1.439242924183e-02
6.043397956430e-05,2.207217381430e-03,6.648844049911e+00,7.560312903270e+00,6.833980083696e+00,-1.171904779092e-02
6.043597956430e-05,1.110634207995e-02,6.654950776856e+00,7.565060075682e+00,6.838518030840e+00,-8.745751205138e-03
6.043797956430e-05,1.993473425163e-02,6.661440177347e+00,7.570173048712e+00,6.843411185698e+00,-5.549812253870e-03
6.043997956430e-05,2.848320252276e-02,6.668144107065e+00,7.575521345656e+00,6.848535594167e+00,-2.212193759811e-03
6.044197956430e-05,3.651875231907e-02,6.674887914520e+00,7.580955836544e+00,6.853746738171e+00,1.173015565139e-03
6.044397956430e-05,4.383977289995e-02,6.681497621600e+00,7.586349663748e+00,6.858924351090e+00,4.527698350964e-03
6.044597956430e-05,5.025610681629e-02,6.687801501190e+00,7.591562084023e+00,6.863932963392e+00,7.764080652572e-03
6.044797956430e-05,5.560787674333e-02,6.693635265209e+00,7.596452246000e+00,6.868637047503e+00,1.079457856965e-02
6.044997956430e-05,5.976122534794e-02,6.698847379701e+00,7.600895787460e+00,6.872916676427e+00,1.354195250583e-02
6.045197956430e-05,6.261427383627e-02,6.703302006849e+00,7.604774508625e+00,6.876657709146e+00,1.593291548182e-02
6.045397956430e-05,6.409862881321e-02,6.706883345931e+00,7.607989332163e+00,6.879764264916e+00,1.790621256857e-02
