frequency_hz,input_v_per_v,input_db,q79_1_collector_v_per_v,q79_1_collector_db,q79_2_base_v_per_v,q79_2_base_db,q79_2_collector_v_per_v,q79_2_collector_db,q79_3_gate1_v_per_v,q79_3_gate1_db
8811400.0,1.0,0.0,12.1829112,21.715021573859023,6.13015083,15.749423205966476,192.105666,45.670803484245404,78.2529478,37.870014129266984
8811500.0,1.0,0.0,12.1866541,21.71768969010827,6.13325521,15.753820728573594,192.219821,45.67596336978166,78.3089047,37.87622299139812
8811600.0,1.0,0.0,12.1904006,21.720359552090013,6.13636268,15.758220399743907,192.334095,45.68112556598052,78.3649241,37.88243434591027
8811700.0,1.0,0.0,12.1941507,21.723031157943062,6.13947325,15.762622229234589,192.448489,45.68629011203768,78.4210061,37.88864819536521
8811800.0,1.0,0.0,12.1979045,21.72570457701443,6.14258693,15.767026226777554,192.563004,45.69145704704777,78.4771508,37.89486454230533
8811900.0,1.0,0.0,12.2016619,21.728379736191357,6.14570371,15.771432373812935,192.677639,45.696626319844604,78.5333583,37.90108338925366
8812000.0,1.0,0.0,12.2054229,21.731056633613154,6.14882361,15.775840694191288,192.792395,45.70179796948185,78.5896286,37.90730472766174
8812100.0,1.0,0.0,12.2091876,21.733735338561537,6.15194662,15.780251169352471,192.907272,45.70697198988596,78.645962,37.91352858212631
8812200.0,1.0,0.0,12.2129559,21.736415777990032,6.15507276,15.784663823103756,193.02227,45.712148374989745,78.7023584,37.919754933016044
8812300.0,1.0,0.0,12.2167278,21.73909795003847,6.15820203,15.789078650989337,193.137389,45.717327118732456,78.758818,37.925983793829076
8812400.0,1.0,0.0,12.2205035,21.7417819949996,6.16133442,15.793495634459473,193.25263,45.72250826000547,78.8153409,37.93221516699213
8812500.0,1.0,0.0,12.2242828,21.74446776877302,6.16446995,15.797914797267316,193.367992,45.7276917477614,78.8719272,37.93844905491277
8812600.0,1.0,0.0,12.2280657,21.747155269499096,6.16760863,15.802336149029067,193.483476,45.73287762085086,78.9285769,37.94468544897468
8812700.0,1.0,0.0,12.2318523,21.74984456632881,6.17075045,15.806759671183922,193.599082,45.738065873158284,78.9852902,37.95092436256772
8812800.0,1.0,0.0,12.2356427,21.752535728325366,6.17389542,15.811185373340743,193.71481,45.74325649857457,79.0420672,37.95716579804211
8812900.0,1.0,0.0,12.2394366,21.755228540598445,6.17704354,15.815613251021642,193.83066,45.748449490997075,79.098908,37.96340975772904
8813000.0,1.0,0.0,12.2432343,21.757923214188413,6.18019482,15.82004331380664,193.946633,45.75364488911457,79.1558126,37.96965623296752
8813100.0,1.0,0.0,12.2470357,21.76061967618212,6.18334927,15.824475571250602,194.062729,45.75884268675694,79.2127812,37.975905237039676
8813200.0,1.0,0.0,12.2508408,21.76331792465501,6.18650689,15.828910018843187,194.178947,45.76404283302928,79.2698139,37.98215677221971
8813300.0,1.0,0.0,12.2546496,21.766017957682703,6.18966768,15.833346652077589,194.295289,45.769245411264016,79.3269107,37.98841082981344
8813400.0,1.0,0.0,12.2584621,21.76871977334098,6.19283164,15.83778546645054,194.411754,45.77445037055243,79.3840718,37.99466742302252
8813500.0,1.0,0.0,12.2622783,21.77142336970583,6.1959988,15.842226499517968,194.528342,45.77965770475053,79.4412973,38.00092655406448
8813600.0,1.0,0.0,12.2660983,21.774128815665566,6.19916913,15.846669704685052,194.645054,45.78486745234503,79.4985872,38.00718821421217
8813700.0,1.0,0.0,12.2699219,21.776835967650136,6.20234267,15.85111513347603,194.76189,45.79007960712471,79.5559417,38.01345241658709
8813800.0,1.0,0.0,12.2737493,21.77954496533832,6.20551939,15.855562739324725,194.87885,45.79529416288487,79.6133609,38.019719163350366
8813900.0,1.0,0.0,12.2775805,21.7822558067406,6.20869933,15.860012573683655,194.995934,45.80051111342741,79.6708449,38.02598845664437
8814000.0,1.0,0.0,12.2814154,21.784968419143766,6.21188246,15.864464590015317,195.113143,45.80573049707802,79.7283937,38.03226028769841
8814100.0,1.0,0.0,12.285254,21.787682800624882,6.21506881,15.868918825725018,195.230476,45.81095226308105,79.7860075,38.038534669527586
8814200.0,1.0,0.0,12.2890964,21.790399019940878,6.21825838,15.873375276230544,195.347933,45.81617640525821,79.8436863,38.0448115933396
8814300.0,1.0,0.0,12.2929426,21.793117075102902,6.22145116,15.877833922992092,195.465516,45.8214030063117,79.9014304,38.051091082967275
8814400.0,1.0,0.0,12.2967925,21.79583689348686,6.22464717,15.882294789364233,195.583224,45.826632015505766,79.9592397,38.05737311871037
8814500.0,1.0,0.0,12.3006462,21.798558543783898,6.22784642,15.886757884700945,195.701058,45.83186347098525,80.0171144,38.06365771347808
8814600.0,1.0,0.0,12.3045036,21.801281953414538,6.23104889,15.89122317651209,195.819017,45.83709732208122,80.0750545,38.06994485843526
8814700.0,1.0,0.0,12.3083649,21.804007261595064,6.23425461,15.895690702031125,195.937101,45.84233356256839,80.1330603,38.07623457727768
8814800.0,1.0,0.0,12.3122299,21.806734325177366,6.23746358,15.90016045663307,196.055312,45.84757227483465,80.1911317,38.08252685029393
8814900.0,1.0,0.0,12.3160988,21.809463283289507,6.24067579,15.9046324217784,196.173648,45.85281336395461,80.2492689,38.08882169028784
8815000.0,1.0,0.0,12.3199714,21.812193992872352,6.24389126,15.909106620692981,196.292111,45.85805691222269,80.3074721,38.09511911001346
8815100.0,1.0,0.0,12.3238479,21.814926592965694,6.24710999,15.9135830487413,196.410701,45.86330291328005,80.3657412,38.101419089751246
8815200.0,1.0,0.0,12.3277281,21.817660940599445,6.25033198,15.918061701291506,196.529417,45.86855131657822,80.4240764,38.10772164222639
8815300.0,1.0,0.0,12.3316122,21.820397174725077,6.25355724,15.922542587604948,196.64826,45.87380216002167,80.4824778,38.114026769322116
8815400.0,1.0,0.0,12.3355001,21.823135222875404,6.25678578,15.927025716917997,196.76723,45.87905543727183,80.5409455,38.120334472903394
8815500.0,1.0,0.0,12.3393918,21.825875083063785,6.26001759,15.931511070691673,196.886328,45.884311186113194,80.5994796,38.12664475481695
8815600.0,1.0,0.0,12.3432873,21.82861675330379,6.26325269,15.935998672023416,197.005553,45.88956935605107,80.6580803,38.132957627660055
8815700.0,1.0,0.0,12.3471867,21.831360301956302,6.26649108,15.940488516235344,197.124905,45.894829940767266,80.7167475,38.13927307169765
8815800.0,1.0,0.0,12.35109,21.83410572696861,6.26973276,15.944980598653284,197.244386,45.900093022022745,80.7754815,38.145591110251644
8815900.0,1.0,0.0,12.3549971,21.836852955985524,6.27297774,15.949474928453302,197.363994,45.90535850533379,80.8342823,38.15191173432729
8816000.0,1.0,0.0,12.358908,21.83960198702142,6.27622603,15.953971514786534,197.483731,45.910626472368286,80.89315,38.15823494568058
8816100.0,1.0,0.0,12.3628228,21.842352888349037,6.27947762,15.95847033911481,197.603596,45.915896872719095,80.9520848,38.16456075677906
8816200.0,1.0,0.0,12.3667415,21.8451056579164,6.28273253,15.962971424407433,197.72359,45.92116974395157,81.0110867,38.17088915859733
8816300.0,1.0,0.0,12.370664,21.847860223458113,6.28599076,15.96747476594442,197.843713,45.92644507962848,81.0701559,38.17722016355131
8816400.0,1.0,0.0,12.3745905,21.850616723372074,6.28925231,15.971980359009553,197.963964,45.93172282944334,81.1292924,38.18355376259526
8816500.0,1.0,0.0,12.3785208,21.853375015201948,6.29251719,15.97648821269389,198.084345,45.937003074751594,81.1884964,38.189889968093595
8816600.0,1.0,0.0,12.382455,21.85613516711015,6.2957854,15.980998322267263,198.204856,45.94228580905673,81.2477679,38.196228770980376
8816700.0,1.0,0.0,12.3863931,21.858897177045677,6.29905696,15.985510710581652,198.325496,45.94757098207303,81.3071071,38.202570183568646
8816800.0,1.0,0.0,12.3903351,21.861661042957735,6.30233185,15.990025345307409,198.446266,45.952858631167295,81.3665141,38.20891420744739
8816900.0,1.0,0.0,12.394281,21.864426762795727,6.3056101,15.994542263050304,198.567166,45.958148749863845,81.425989,38.2152608441878
8817000.0,1.0,0.0,12.3982308,21.86719433450927,6.3088917,15.999061445263155,198.688196,45.96344133169397,81.4855319,38.22161009534331
8817100.0,1.0,0.0,12.4021845,21.86996375604819,6.31217666,16.00358290095231,198.809357,45.96873641388549,81.5451429,38.2279619624496
8817200.0,1.0,0.0,12.4061422,21.872735095375333,6.31546498,16.00810662534591,198.930648,45.974033946240816,81.604822,38.23431643638082
8817300.0,1.0,0.0,12.4101038,21.87550828038345,6.31875667,16.01263262742213,199.05207,45.979333965948484,81.6645695,38.24067353993279
8817400.0,1.0,0.0,12.4140693,21.878283309022994,6.32205173,16.017160902395275,199.173623,45.98463646648788,81.7243855,38.247033274564814
8817500.0,1.0,0.0,12.4180388,21.881060249190387,6.32535018,16.021691472947253,199.295308,45.989941484928394,81.7842699,38.25339562047765
8817600.0,1.0,0.0,12.4220122,21.883839028846054,6.32865201,16.026224320532375,199.417124,45.99524897112723,81.8442231,38.25976061098027
8817700.0,1.0,0.0,12.4259896,21.886619715842098,6.33195723,16.03075945407256,199.539071,46.0005589185849,81.9042449,38.26612821564118
8817800.0,1.0,0.0,12.4299709,21.889402238184115,6.33526584,16.035296868754546,199.661151,46.005871407815285,81.9643356,38.27249845709048
8817900.0,1.0,0.0,12.4339562,21.89218666367988,6.33857785,16.039836573472183,199.783362,46.01118634522027,82.0244953,38.27887133669981
8818000.0,1.0,0.0,12.4379455,21.89497299021399,6.34189327,16.044378577094527,199.905706,46.016503811221455,82.0847241,38.285246855823395
8818100.0,1.0,0.0,12.4419387,21.89776114585987,6.3452121,16.04892287477699,200.028182,46.02182375576472,82.145022,38.291625005224205
8818200.0,1.0,0.0,12.4459359,21.900551198358755,6.34853434,16.053469461678887,200.150791,46.027146215702956,82.2053893,38.29800580737712
8818300.0,1.0,0.0,12.4499372,21.903343215362412,6.35186001,16.058018360312552,200.273533,46.03247118441963,82.2658259,38.30438924244434
8818400.0,1.0,0.0,12.4539424,21.906137055200787,6.3551891,16.062569552134736,200.396408,46.03779865530537,82.3263321,38.31077533283502
8818500.0,1.0,0.0,12.4579516,21.908932785548515,6.35852162,16.067123045955235,200.519416,46.043128621758015,82.3869079,38.3171640692506
8818600.0,1.0,0.0,12.4619648,21.911730404291475,6.36185758,16.071678850559124,200.642558,46.04846112047288,82.4475534,38.323555452941356
8818700.0,1.0,0.0,12.4659821,21.914529978992515,6.36519697,16.076236947414944,200.765833,46.053796101518635,82.5082688,38.32994949566762
8818800.0,1.0,0.0,12.4700033,21.917331368162035,6.36853982,16.080797372578814,200.889242,46.059133601551835,82.5690542,38.33634619862201
8818900.0,1.0,0.0,12.4740286,21.920134709017574,6.37188611,16.085360093866946,201.012786,46.06447365712999,82.6299096,38.3427455524682
8819000.0,1.0,0.0,12.4780579,21.922939929769182,6.37523587,16.089925147278908,201.136464,46.06981621834339,82.6908352,38.34914756889185
8819100.0,1.0,0.0,12.4820913,21.925747097890685,6.37858908,16.094492500646005,201.260276,46.075161278553395,82.7518311,38.35555224903426
8819200.0,1.0,0.0,12.4861286,21.928556072073214,6.38194577,16.099062189911294,201.384223,46.08050887425953,82.8128974,38.361959594019666
8819300.0,1.0,0.0,12.4901701,21.93136705889718,6.38530592,16.1036341829212,201.508305,46.08585899875797,82.8740342,38.36836960495531
8819400.0,1.0,0.0,12.4942156,21.934179917076673,6.38866956,16.10820851556231,201.632522,46.09121164535219,82.9352417,38.37478229340456
8819500.0,1.0,0.0,12.4982651,21.93699464449964,6.39203667,16.1127851556962,201.756875,46.09656685040423,82.9965199,38.381197649952135
8819600.0,1.0,0.0,12.5023188,21.939811378002766,6.39540728,16.11736413915302,201.881363,46.10192456412781,83.057869,38.387615686112085
8819700.0,1.0,0.0,12.5063765,21.942629976435903,6.39878138,16.121945447383816,202.005987,46.10728482284653,83.119289,38.39403639245083
8819800.0,1.0,0.0,12.5104383,21.94545050711688,6.40215898,16.12652908900659,202.130747,46.1126476198135,83.1807801,38.40045978043323
8819900.0,1.0,0.0,12.5145041,21.94827289846042,6.40554008,16.131115059054743,202.255643,46.11801294828922,83.2423425,38.40688586147642
