frequency_hz,filt_input_v_per_v,filt_input_db,ic1_audio_input_v_per_v,ic1_audio_input_db,bias_reference_v_per_v,bias_reference_db,audio_opamp_v_per_v,audio_opamp_db,audio_terminal_v_per_v,audio_terminal_db,agc_opamp_v_per_v,agc_opamp_db
3.63078055,1.0,0.0,0.827769533,-1.6418112468781685,0.729629536,-2.7379518745636444,10.8290048,20.691770924328914,5.36483973,14.591135046388736,7.07901711,16.999459240416826
3.71535229,1.0,0.0,0.830926135,-1.608751620291273,0.732407113,-2.7049489312722184,10.8804435,20.732931961796844,5.48425298,14.782349598075168,7.26892538,17.229404211589436
3.80189396,1.0,0.0,0.833973545,-1.5769545134501626,0.735087604,-2.6732180165027093,10.9310576,20.773243655506054,5.60464964,14.97096937993829,7.46294712,17.458207287255647
3.89045145,1.0,0.0,0.836914341,-1.5463798039281473,0.737673255,-2.642719239778477,10.9809042,20.812762053469996,5.7259896,15.157011097718884,7.66117098,17.685903098358317
3.98107171,1.0,0.0,0.839751131,-1.5169880513221932,0.740166344,-2.613413330708249,11.0300417,20.851543086601932,5.84823215,15.340492078800647,7.86368833,17.912525846116615
4.07380278,1.0,0.0,0.842486552,-1.4887404545640566,0.742569168,-2.5852617390258237,11.0785299,20.889642683160588,5.97133614,15.521430385746442,8.07059326,18.138109207636802
4.16869383,1.0,0.0,0.845123258,-1.4615989247820595,0.744884039,-2.558226629389688,11.12643,20.927116799708262,6.09526009,15.699844841390906,8.28198264,18.362686316710167
4.26579519,1.0,0.0,0.847663911,-1.4355261277514084,0.747113276,-2.532270924546023,11.1738043,20.964021215595885,6.21996241,15.875755201279702,8.49795618,18.58628974610012
4.36515832,1.0,0.0,0.850111177,-1.4104854762969588,0.749259199,-2.5073583263273203,11.2207166,21.000411871892666,6.34540155,16.049182206884552,8.71861642,18.808951421508112
4.46683592,1.0,0.0,0.852467714,-1.3864412061735523,0.751324121,-2.4834533612578715,11.2672316,21.036344428222108,6.47153623,16.220147737076203,8.94406879,19.03070261541432
4.5708819,1.0,0.0,0.854736172,-1.36335833060802,0.753310343,-2.4605213926999796,11.3134153,21.07187459548517,6.59832562,16.38867487371607,9.1744217,19.251573969841047
4.67735141,1.0,0.0,0.856919182,-1.341202708945859,0.755220152,-2.4385286002158475,11.3593346,21.107057845788866,6.72572958,16.554788034848144,9.40978649,19.471595386150213
4.78630092,1.0,0.0,0.859019353,-1.3199410352161365,0.757055809,-2.4174420758547845,11.4050578,21.14194981181923,6.85370887,16.71851305283162,9.65027754,19.690796074870097
4.89778819,1.0,0.0,0.861039268,-1.2995408388285208,0.758819554,-2.3972297263348534,11.450654,21.17660583915991,6.98222544,16.87987734148924,9.8960123,19.909204528336417
5.01187234,1.0,0.0,0.862981476,-1.279970527348745,0.760513594,-2.37786037261618,11.4961935,21.211081301679634,7.11124265,17.03890995800602,10.1471113,20.126848480400724
5.12861384,1.0,0.0,0.864848494,-1.261199330074232,0.762140103,-2.3593037131857466,11.5417476,21.245431454684574,7.24072555,17.195641728842254,10.4036982,20.343754905894386
5.2480746,1.0,0.0,0.866642798,-1.2431973543531334,0.763701219,-2.34153032374609,11.5873887,21.279711513134384,7.37064113,17.350105326003046,10.6659,20.55995015125034
5.37031796,1.0,0.0,0.868366821,-1.2259355728897416,0.765199042,-2.3245116472903944,11.6331903,21.313976650000765,7.50095862,17.50233539255964,10.9338467,20.775459609858157
5.49540874,1.0,0.0,0.870022954,-1.2093857829372383,0.766635628,-2.308220031290134,11.6792269,21.348281916869723,7.63164976,17.65236862074041,11.2076717,20.990308018419054
5.62341325,1.0,0.0,0.87161354,-1.1935206373175928,0.768012989,-2.2926286982415536,11.7255744,21.382682533312046,7.76268908,17.800243833162757,11.4875118,21.20451941005485
5.75439937,1.0,0.0,0.873140874,-1.1783136169522455,0.769333094,-2.2777117068293067,11.7723095,21.41723342800649,7.89405415,17.946002023063595,11.773507,21.418116927022165
5.88843655,1.0,0.0,0.874607199,-1.1637390448973748,0.770597862,-2.263444005159822,11.8195103,21.451989668953075,8.0257259,18.089686466665004,12.0658009,21.63112309332766
6.02559586,1.0,0.0,0.876014707,-1.149772052087485,0.771809164,-2.2498013836260853,11.8672559,21.487006147815016,8.15768889,18.23134277193178,12.3645406,21.84355969887735
6.16595002,1.0,0.0,0.877365539,-1.13638855467475,0.772968823,-2.2367604520893996,11.9156268,21.522337851184407,8.28993155,18.37101889187395,12.6698765,22.05544763211252
6.30957344,1.0,0.0,0.878661781,-1.123565272402349,0.774078609,-2.2242986746778226,11.9647048,21.55803975842481,8.42244644,18.508765157951466,12.9819628,22.266807206396827
6.45654229,1.0,0.0,0.879905464,-1.1112797085555157,0.775140243,-2.212394304689644,12.014573,21.59416681026557,8.55523052,18.644634321294994,13.3009572,22.47765791967195
6.60693448,1.0,0.0,0.881098566,-1.099510111543751,0.776155393,-2.201026410756237,12.0653157,21.630773802101494,8.68828537,18.77868154089207,13.6270213,22.688018695051344
6.76082975,1.0,0.0,0.88224301,-1.0882354772789213,0.777125676,-2.1901748368587803,12.1170188,21.667915634280472,8.82161742,18.91096438332131,13.9603202,22.897907591385124
6.91830971,1.0,0.0,0.883340666,-1.077435513239278,0.778052656,-2.1798202083707547,12.1697695,21.705647052150873,8.95523815,19.04154279388663,14.301023,23.107342102257988
7.07945784,1.0,0.0,0.884393348,-1.06709065288769,0.778937846,-2.169943894459751,12.2236568,21.74402295689901,9.0891643,19.170479080097863,14.6493026,23.31633900004011
7.2443596,1.0,0.0,0.885402816,-1.0571820218595631,0.779782708,-2.1605279939749495,12.2787709,21.78309792557698,9.22341798,19.29783780236484,15.0053358,23.52491437636398
7.41310241,1.0,0.0,0.886370778,-1.0476914052584527,0.780588651,-2.151555344567219,12.3352037,21.822926513978427,9.35802693,19.423685812920553,15.3693036,23.73308379172672
7.58577575,1.0,0.0,0.887298888,-1.0386012551337773,0.781357032,-2.1430094992449282,12.3930488,21.863563196344064,9.49302455,19.548092080158558,15.7413907,23.940861964089464
7.76247117,1.0,0.0,0.88818875,-1.0298946399967717,0.78208916,-2.134874670548808,12.4524015,21.905062301923945,9.62845008,19.671127661747853,16.1217863,24.14826320254901
7.94328235,1.0,0.0,0.889041915,-1.021555263743311,0.782786292,-2.127135764544505,12.5133587,21.947477879079187,9.76434864,19.79286555362694,16.5106836,24.355301098886073
8.12830516,1.0,0.0,0.889859884,-1.0135674265663754,0.783449635,-2.119778348799711,12.5760192,21.99086383479674,9.90077134,19.913380610448655,16.90828,24.56198862208931
8.31763771,1.0,0.0,0.89064411,-1.005915996464854,0.784080348,-2.112788621181941,12.6404836,22.035273790309965,10.0377753,20.032749391650135,17.3147773,24.768338201852703
8.51138038,1.0,0.0,0.891395996,-0.9985864204559246,0.78467954,-2.1061534236900705,12.7068543,22.08076100440731,10.1754238,20.15105012731815,17.7303818,24.974361753019924
8.7096359,1.0,0.0,0.892116899,-0.9915646778530895,0.785248274,-2.099860190422316,12.7752356,22.12737836218032,10.3137859,20.268362236171214,18.155304,25.18007050636313
8.91250938,1.0,0.0,0.892808131,-0.9848372634625374,0.785787566,-2.0938969515713413,12.8457337,22.17517829156678,10.4529371,20.384766741189573,18.5897593,25.385475331362073
9.12010839,1.0,0.0,0.893470956,-0.9783912102052545,0.786298385,-2.088252326845378,12.9184568,22.224212744894754,10.5929585,20.500345417039494,19.0339673,25.5905863773256
9.33254301,1.0,0.0,0.894106598,-0.9722140052144368,0.786781654,-2.082915508339662,12.993515,22.27453304240761,10.7339374,20.615181163320976,19.4881525,25.795413388728612
9.54992586,1.0,0.0,0.894716235,-0.9662936426065772,0.787238253,-2.077876221839589,13.0710205,22.32618991567722,10.8759669,20.729357543647193,19.9525441,25.999965587570728
9.77237221,1.0,0.0,0.895301009,-0.9606185211797542,0.787669016,-2.0731247548229423,13.1510873,22.37923321449137,11.0191458,20.84295858954406,20.4273762,26.204251742790603
10.0,1.0,0.0,0.895862016,-0.9551775367696126,0.788074736,-2.0686518965712657,13.2338318,22.433712210509896,11.1635788,20.95606884532041,20.9128874,26.408279982336886
10.2329299,1.0,0.0,0.896400318,-0.9499599614003772,0.788456163,-2.064448955932775,13.319372,22.48967497211474,11.3093759,21.068772786988887,21.4093217,26.61205815988824
10.4712855,1.0,0.0,0.896916937,-0.9449554974879824,0.788814004,-2.060507757332393,13.4078282,22.547168730571872,11.4566526,21.181154883679515,21.9169279,26.815593578745947
10.7151931,1.0,0.0,0.897412861,-0.9401542159762439,0.789148926,-2.056820604082165,13.4993227,22.606239584668142,11.6055296,21.29329927172781,22.4359598,27.018893063677897
10.964782,1.0,0.0,0.89788904,-0.935546591668988,0.789461556,-2.05338027507889,13.5939798,22.66693240492031,11.7561328,21.405289666387553,22.9666765,27.22196306268074
11.2201845,1.0,0.0,0.898346395,-0.9311234129877763,0.789752482,-2.0501800107744637,13.6919258,22.729290738417177,11.908593,21.51720905260681,23.5093421,27.42480951458086
11.4815362,1.0,0.0,0.89878581,-0.9268758565077893,0.790022253,-2.0472135104191755,13.7932891,22.793356777696403,12.0630456,21.62913939039153,24.0642262,27.62743802463231
11.7489755,1.0,0.0,0.89920814,-0.922795406917502,0.790271378,-2.04447494053373,13.8982001,22.859171203279974,12.2196306,21.74116154725269,24.6316036,27.829853735735025
12.0226443,1.0,0.0,0.899614211,-0.9188738546317288,0.79050033,-2.041958888648116,14.0067909,22.926772906908134,12.3784925,21.853355157339955,25.2117544,28.032061355995012
12.3026877,1.0,0.0,0.900004818,-0.915103312875434,0.790709545,-2.0396603722525835,14.1191959,22.996199279731012,12.5397796,21.96579806746176,25.8049643,28.234065251592597
12.5892541,1.0,0.0,0.90038073,-0.9114761673490777,0.790899422,-2.037574836941212,14.2355511,23.067485692471067,12.7036445,22.078566638296834,26.4115244,28.435869364087235
12.8824955,1.0,0.0,0.900742689,-0.9079850840211245,0.791070324,-2.03569814376114,14.3559946,23.140665726031735,12.8702432,22.191735070830664,27.0317312,28.637477204415557
13.1825674,1.0,0.0,0.901091412,-0.9046229881118593,0.791222579,-2.034026556751657,14.480666,23.21577073097039,13.0397354,22.305375577172914,27.6658871,28.838892006425908
13.4896288,1.0,0.0,0.901427592,-0.9013830528813267,0.791356479,-2.032556752612101,14.609707,23.29283012353305,13.2122841,22.41955807261848,28.3142997,29.040116493055116
13.8038426,1.0,0.0,0.901751897,-0.8982587078157035,0.791472281,-2.0312858085667553,14.7432609,23.371871019509,13.3880552,22.534349886391784,28.9772826,29.241153125008918
14.1253754,1.0,0.0,0.902064976,-0.8952435794952995,0.79157021,-2.0302111684452333,14.8814724,23.452918064465585,13.5672176,22.649815811165382,29.6551549,29.442003937165893
14.4543977,1.0,0.0,0.902367456,-0.8923315193086854,0.791650453,-2.029330707674208,15.0244882,23.535993739017577,13.7499428,22.766017829949575,30.3482415,29.642670627189528
14.7910839,1.0,0.0,0.902659942,-0.8895166023254539,0.791713167,-2.0286426447729693,15.1724563,23.621117906019986,13.9364048,22.88301504927212,31.0568729,29.84315449427426
15.1356125,1.0,0.0,0.902943022,-0.886793078153294,0.791758472,-2.0281456175822474,15.3255261,23.708307841173063,14.1267798,23.000863513723754,31.7813853,30.043456469783152
15.4881662,1.0,0.0,0.903217267,-0.8841553700422198,0.791786457,-2.0278386169823968,15.4838486,23.797578323325823,14.3212458,23.11961597470525,32.5221208,30.24357717245366
15.8489319,1.0,0.0,0.903483229,-0.8815980932808304,0.791797177,-2.027721019484012,15.647576,23.888941391821543,14.5199831,23.239322217665773,33.279427,30.443516801363838
16.218101,1.0,0.0,0.903741445,-0.8791160159538531,0.791790652,-2.0277925979956053,15.8168616,23.982406289913214,14.7231733,23.36002848012756,34.0536574,30.643275249109834
16.5958691,1.0,0.0,0.903992436,-0.8767040678645132,0.791766871,-2.028053477867032,15.9918602,24.077979690943145,14.9309994,23.48177756023253,34.8451711,30.842852027486202
16.9824365,1.0,0.0,0.904236709,-0.8743573206744988,0.791725788,-2.0285041808141555,16.1727273,24.175665273161368,15.1436459,23.604608921552774,35.6543327,31.04224625366925
17.3780083,1.0,0.0,0.90447476,-0.87207095851933,0.791667326,-2.029145581203941,16.3596196,24.275464021496287,15.3612983,23.728558455443448,36.4815126,31.2414567357891
17.7827941,1.0,0.0,0.904707068,-0.8698403351182984,0.791591371,-2.0299789721705794,16.5526948,24.377374151356804,15.5841427,23.8536583255199,37.3270867,31.440481909703635
18.1970086,1.0,0.0,0.904934104,-0.8676608868600182,0.791497779,-2.031005989232699,16.7521112,24.481390943555542,15.8123665,23.97993743783428,38.191436,31.639319763513114
18.6208714,1.0,0.0,0.905156327,-0.8655281708037585,0.791386371,-2.0322286656924957,16.958028,24.58750696016839,16.0461571,24.107420797001858,39.0749474,31.837968041486615
19.0546072,1.0,0.0,0.905374186,-0.8634378450940239,0.791256932,-2.0336494442965396,17.1706049,24.695711902175418,16.2857027,24.236130047269754,39.9780125,32.0364239888694
19.498446,1.0,0.0,0.90558812,-0.8613856686171116,0.791109215,-2.0352711341510985,17.3900023,24.805992788849238,16.5311916,24.366083189581154,40.9010285,32.23468457885518
19.9526231,1.0,0.0,0.905798559,-0.8593674910971392,0.790942938,-2.0370969446010605,17.6163811,24.91833393881691,16.7828122,24.497294696732336,41.8443973,32.432746338780085
20.4173794,1.0,0.0,0.906005928,-0.8573792144711065,0.790757785,-2.039130475354529,17.8499023,25.03271686757824,17.0407529,24.629775579848303,42.8085256,32.63060540470725
20.8929613,1.0,0.0,0.906210641,-0.8554168501892018,0.790553402,-2.0413757616794177,18.0907273,25.149120542312147,17.3052018,24.763533361381256,43.7938249,32.82825755212799
21.3796209,1.0,0.0,0.90641311,-0.8534764327192519,0.790329403,-2.043837209928338,18.3390178,25.26752144078815,17.5763468,24.898572261772557,44.800711,33.02569812859073
21.8776162,1.0,0.0,0.906613736,-0.8515541056390068,0.790085361,-2.0465196980247353,18.5949354,25.387893478613716,17.8543754,25.034893237226147,45.8296039,33.22292207407414
22.3872114,1.0,0.0,0.90681292,-0.8496460160640551,0.789820816,-2.049428489355801,18.8586416,25.510208140379547,18.1394742,25.172493884527704,46.8809276,33.41992392350099
22.9086765,1.0,0.0,0.907011055,-0.8477483911853421,0.789535271,-2.0525692786991807,19.130298,25.634434705038956,18.4318293,25.311368793877833,47.9551096,33.61669775791672
23.4422882,1.0,0.0,0.907208531,-0.8458574902578282,0.789228188,-2.0559482384365086,19.4100655,25.76054001867974,18.7316258,25.451509466699704,49.0525811,33.813237289567
23.9883292,1.0,0.0,0.907405736,-0.8439695949580194,0.788898994,-2.059571954988128,19.6981051,25.888489006282704,19.039048,25.592904575629483,50.1737758,34.009535697015764
24.5470892,1.0,0.0,0.907603055,-0.8420810189106251,0.788547074,-2.063447508509924,19.9945767,26.01824428461946,19.3542787,25.735539811268442,51.3191305,34.20558579028112
25.1188643,1.0,0.0,0.907800869,-0.8401881172186665,0.788171776,-2.0675824207943156,20.2996401,26.149766764205538,19.6774998,25.87939833308284,52.4890838,34.40137984397894
25.7039578,1.0,0.0,0.907999559,-0.8382872481666909,0.787772405,-2.071984724564618,20.613454,26.283015369265645,20.0088914,26.024460541139923,53.6840763,34.596909698875855
26.3026799,1.0,0.0,0.908199506,-0.8363747732448091,0.787348227,-2.076662922931283,20.9361762,26.417947293864714,20.3486321,26.17070439762376,54.9045499,34.792166712166235
26.915348,1.0,0.0,0.908401087,-0.8344470954348775,0.786898466,-2.081626026278638,21.2679633,26.55451804448356,20.6968989,26.31810556468393,56.1509471,34.98714171839118
27.542287,1.0,0.0,0.908604683,-0.8325005827453198,0.786422302,-2.0868835785388242,21.6089707,26.692681612577843,21.0538669,26.466637461010865,57.4237107,35.18182506048053
28.1838293,1.0,0.0,0.908810673,-0.8305316256675668,0.785918873,-2.0924456396913897,21.9593526,26.832390644165713,21.4197087,26.61627120588049,58.723283,35.376206547468215
28.840315,1.0,0.0,0.909019436,-0.8285366181280768,0.785387272,-2.0983228238522815,22.3192611,26.973596255575636,21.7945952,26.766976141963813,60.0501052,35.570275451344514
29.5120923,1.0,0.0,0.909231355,-0.8265119193751275,0.78482655,-2.1045262714954243,22.6888468,27.11624845350828,22.1786943,26.918719497221733,61.4046167,35.764020495122885
30.1995172,1.0,0.0,0.909446812,-0.8244539018913732,0.78423571,-2.1110677216432547,23.068258,27.26029600004314,22.5721717,27.071466903268714,62.7872545,35.95742986133619
30.9029543,1.0,0.0,0.909666193,-0.8223589037701039,0.783613709,-2.1179594961449792,23.457641,27.405686709558537,22.9751899,27.225182194139062,64.1984518,36.15049109632278
31.6227766,1.0,0.0,0.909889883,-0.8202232766371405,0.782959459,-2.125214495454519,23.8571394,27.552367363992612,23.3879084,27.379827684618043,65.638638,36.343191217511055
32.3593657,1.0,0.0,0.910118273,-0.8180433189943008,0.782271822,-2.1328462615069883,24.266894,27.700283862045872,23.8104832,27.535364177702238,67.108237,36.535516592380425
33.1131121,1.0,0.0,0.910351755,-0.815815324174939,0.781549614,-2.140868941443827,24.6870425,27.849381294090996,24.2430668,27.691751163077882,68.6076665,36.727452965042204
33.8844156,1.0,0.0,0.910590725,-0.8135355519344396,0.780791602,-2.149297329590437,25.1177193,27.999604054494075,24.6858077,27.84894683116314,70.1373372,36.9189854729118
34.673685,1.0,0.0,0.910835579,-0.8112002668563895,0.779996504,-2.158146876880425,25.5590551,28.150895884530613,25.1388502,28.00690820111589,71.6976512,37.11009857009587
35.4813389,1.0,0.0,0.911086721,-0.8088056623122779,0.779162987,-2.167433723293424,26.0111766,28.303199953821373,25.6023341,28.16559121290979,73.289001,37.30077603758845
36.3078055,1.0,0.0,0.911344556,-0.8063479275290392,0.77828967,-2.1771746754077297,26.474206,28.456458877014775,26.0763942,28.32495075399801,74.9117686,37.491001009943396
